text,author_id,created_at,en
"2022-11-08 - The tree pollen count / levels are ✅ None, grass levels are ✅ None and the bushes/weed levels are ✅ None - Air quality: ✅ Good - https://t.co/wQXA6oKMUE - #NewYork #pollen #airquality #nyc #brooklyn #manhattan #airpollution https://t.co/SLrvIsDKOj",1417409270858014744,2022-11-08 17:30:02+00:00,en
"दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़ताल

#Delhi #Pollution #AirPollution #ATVideo #SpecialReport #RE (@ojasjain11, @mdhizbullah) | Sayeed Ansari https://t.co/2aliwpzweY",42606652,2022-11-08 17:29:37+00:00,hi
"RT @The_InnovationJ: Check out our latest issue in @The_InnovationJ!
Volume 3, Issue 6 is now online!
https://t.co/r9ysuC4dH5
#sustainabled…",1557896822974062592,2022-11-08 17:28:34+00:00,en
"I challenge #AndrewTate to come to Delhi and ""Breathe Air""

#AirPollution #DelhiPollution",1519712299497385984,2022-11-08 17:28:14+00:00,en
"@SDGoals meet #egypt first #airqualitymonitoring lab based on @EnveaGlobal #USEPA approved #AQMS monitors. #Airpollution parameters live: high #PM10 levels, not surprising in this sandy environment. #ENVEA proudly contributing to upgrade Egypt's 117 AQM Stations network. #COP27 https://t.co/DgDl11QeN9",934362571234258944,2022-11-08 17:28:02+00:00,en
"RT @CNNnews18: ""The entire air pollution strategy/campaign of AAP has been a colossal failure"": Environmentalist Jai Dhar Gupta (@jai_dhar)…",457692925,2022-11-08 17:27:21+00:00,en
"RT @AirQoProject: At #COP27 we’ll be focusing on how we’re championing inclusive and evidence-driven action in 3 African cities -Cape Town,…",741144785864560640,2022-11-08 17:26:47+00:00,en
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",2922553111,2022-11-08 17:26:37+00:00,hi
"RT @AirQoProject: What critical role can young people play in devising #climate and public health solutions? Let's discuss &amp; 
don’t miss th…",741144785864560640,2022-11-08 17:26:27+00:00,en
RT @CaliforniaLung: The transportation sector is a leading source of #airpollution and the U.S. and the biggest source of #carbonpollution.…,102439579,2022-11-08 17:26:20+00:00,en
RT @ANI: Punjab | Thick layer of smog envelops parts of Bathinda amid #AirPollution https://t.co/gjRtq5snGX,1890686832,2022-11-08 17:25:42+00:00,en
RT @CleanAirCAC: #DYK #airpollution and #climate emissions share sources? That’s why the focused reduction of air pollutants is critical to…,1561668647369986049,2022-11-08 17:21:35+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",3228685152,2022-11-08 17:19:49+00:00,en
"That's great, the level is below 5 ugr/m3. Temperature is 13.80 C. Wind direction is S. Dust level #PM10 is: 3.58ugr/m3. Dust level #PM2.5 is: 1.67ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",1132632291493187586,2022-11-08 17:19:05+00:00,en
"@EricTopol @xiaoyingchen36 @holtzman4 @WUSTLmed @ImmunityCP @WUADRC Thanks Eric, in this context we should also re-iterate what we can do for prevention of Alzheimer's Disease. 
Eg. Li&amp;Ma,2022 highlight the urgency of implementing public policies that reassess &amp; control #AirPollution emissions
https://t.co/SDHBFMOI5M",1325382923923714053,2022-11-08 17:17:49+00:00,en
"RT @fbdcitizens: सेक्टर 19 वर्धमान मॉल के बाद ऐसे पॉल्युशन कम किया जाता है!

 #Faridabad #Pollution #AQI #MCF #AirPollution https://t.co/x9…",1298462756236963842,2022-11-08 17:17:49+00:00,hi
"RT @aajtak: दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #Spec…",703657993712246784,2022-11-08 17:17:15+00:00,hi
"Some great early research which shows Air Quality improving on main roads AS WELL AS side roads here in @IslingtonBC 
Thank you @audreydenazelle and the team @imperialcollege for the data. 

#airpollution https://t.co/vL2qcwwR0o",1330878366363344898,2022-11-08 17:15:43+00:00,en
"#Chandigarh  witnesses thick #smog on #Gurpurab night 

#AirPollution https://t.co/v1bQN1FSn0",1017101762,2022-11-08 17:15:13+00:00,en
"#AirPollution #soundpolution #badmedicalfacilities if u want to save country then, ur govt in majority,make a law to ban patakhas on all festivals @byadavbjp @PMOIndia @AmitabhBachan @IRealIndia @EnvAgency @nsitharamanoffc @AmitShahOffice @ianuragthakur",1735006436,2022-11-08 17:14:34+00:00,en
RT @CleanAirCAC: Interested in learning how cities can create lasting solutions to #airpollution and #climatechange while including members…,1499797448126078978,2022-11-08 17:13:55+00:00,en
RT @Aurassure: To augment &amp; strengthen the current monitoring grid in #Delhi-NCR region with a greater focus on data quality &amp; its dissemin…,128773253,2022-11-08 17:13:24+00:00,en
"RT @aajtak: दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #Spec…",857276169888124930,2022-11-08 17:08:58+00:00,hi
"RT @aajtak: ऑपरेशन साइलेंट किलर

पूरा शो- https://t.co/jI1sdwYXbr

#DelhiPollution #AirPollution #SpecialReport #ATHighlights https://t.co/…",1348749342224510976,2022-11-08 17:08:10+00:00,hi
"RT @aajtak: ऑपरेशन साइलेंट किलर

पूरा शो- https://t.co/jI1sdwYXbr

#DelhiPollution #AirPollution #SpecialReport #ATHighlights https://t.co/…",2308744327,2022-11-08 17:07:22+00:00,hi
"ऑपरेशन साइलेंट किलर

पूरा शो- https://t.co/jI1sdwYXbr

#DelhiPollution #AirPollution #SpecialReport #ATHighlights https://t.co/2ekB2IUSem",42606652,2022-11-08 17:07:07+00:00,hi
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1423984600443801602,2022-11-08 17:05:00+00:00,en
"Dumped in #NewcastleUnderLyme Walleys Quarry from many miles away causing #AirPollution from the rubbish, as well as the lorries driving all this way. @EnvAgency, poisoning our population must stop 
 #RevokeThePermit #StopTheStink @StinkStopthe https://t.co/GuWtTYwtA7",1170025120603213825,2022-11-08 17:04:56+00:00,en
"RT @indiatvnews: 'Delhi will be traffic jam free...': Minister for Road Transport and Highways Nitin Gadkari explains Centre's plan
#AirPol…",1582920256724475905,2022-11-08 17:04:54+00:00,en
"RT @CNNnews18: ""Where is Delhi CM? When Delhi people need him the most, he is on political tourism?"" BJP's @HarishKhuranna

Environmentalis…",1722800118,2022-11-08 17:04:48+00:00,en
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",1292825236115582977,2022-11-08 17:04:05+00:00,hi
"#Airpollution killed 32,000 people in the United States in 2020, and about 12,000 of those deaths were directly linked to burning fossil fuels. @zteirstein @TheLancet 

The #CALeg must rein in polluter greed — for public health and a climate-safe future.
https://t.co/NTggMEL8Y4",102439579,2022-11-08 17:04:00+00:00,en
RT @CleanAirCAC: How can we fix the disconnect between local action and national climate commitments? Listen to suggestions from panelists…,1528399968297435139,2022-11-08 17:03:25+00:00,en
"RT @CNNnews18: ""The entire air pollution strategy/campaign of AAP has been a colossal failure"": Environmentalist Jai Dhar Gupta (@jai_dhar)…",3616653492,2022-11-08 17:02:41+00:00,en
RT @LittleNinjaUK: @GCHUOxford @audreydenazelle @imperialcollege @sustainable_urb @DannyYee @cycloxoxford @OxLivSts @CoHSATOxon @Urban_Turb…,40213509,2022-11-08 17:02:13+00:00,en
"RT @CNNnews18: #LIVE | Capital air emergency: Has RTI revealed AAP's inaction?;

Battle for Himachal: Decoding the pulse of the state. Watc…",1582433699357827072,2022-11-08 17:02:04+00:00,en
"""Where is Delhi CM? When Delhi people need him the most, he is on political tourism?"" BJP's @HarishKhuranna

Environmentalist Jai Dhar Gupta (@jai_dhar) also shares his views 

@maryashakil | #Delhi #DelhiPollution #AirPollution #AirQuality #AQI #PollutionCrisis #AQI https://t.co/ZLROuMgU6G",6509832,2022-11-08 17:01:30+00:00,en
"RT @icareforlungs: ""When we stop #airpollution, we will save millions of lives, trillions of dollars and future generations from the ravage…",1546747025512960000,2022-11-08 17:01:15+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1371449623265513476,2022-11-08 17:01:09+00:00,en
"RT @TheLallantop: आज #TheLallantopShow में-
- देश के किन शहरों में अब भी हवा जहरीली है?
- प्रदूषण किनके लिए सबसे ज्यादा खतरनाक है?
- शुद्ध…",320809508,2022-11-08 17:00:42+00:00,hi
"Poke #Brussels @elkevdbrandt @YvesRouyet 
#welovegoodmove #airpollution https://t.co/sCLxKHjwVx",235951484,2022-11-08 17:00:40+00:00,en
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",1297432405859381254,2022-11-08 17:00:23+00:00,hi
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",1563561661117902849,2022-11-08 16:59:51+00:00,hi
"RT @ZeeBusiness: Delhi Air Pollution -  Photos

Air quality worsens again with smog shrouding National Capital 

#DelhiPollution #AirPollut…",1146513993630023681,2022-11-08 16:59:30+00:00,en
"Delhi Air Pollution -  Photos

Air quality worsens again with smog shrouding National Capital 

#DelhiPollution #AirPollution #smog 
https://t.co/TGbssojcDR",140798905,2022-11-08 16:59:24+00:00,en
"RT @aajtak: दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #Spec…",1563561661117902849,2022-11-08 16:58:52+00:00,hi
"RT @CNNnews18: ""The entire air pollution strategy/campaign of AAP has been a colossal failure"": Environmentalist Jai Dhar Gupta (@jai_dhar)…",920858307392192513,2022-11-08 16:58:10+00:00,en
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",1534401785611288581,2022-11-08 16:57:56+00:00,hi
"""Kejriwal does not have time. Delhi is being run by an ad agency"": Congress' Hari S Gupta (@hsgmla)

""Arvind Kejriwal has gone on national television and taken responsibility for #StubbleBurning"": Political analyst Dr Piyush Joshi 

@maryashakil | #Delhi #AirPollution #AirQuality https://t.co/QVYQSSgC5M",6509832,2022-11-08 16:57:52+00:00,in
"RT @AirQoProject: What critical role can young people play in devising #climate and public health solutions? Let's discuss &amp; 
don’t miss th…",3059767839,2022-11-08 16:57:20+00:00,en
"RT @CNNnews18: ""The entire air pollution strategy/campaign of AAP has been a colossal failure"": Environmentalist Jai Dhar Gupta (@jai_dhar)…",1722800118,2022-11-08 16:57:14+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",1237355654274093057,2022-11-08 16:57:03+00:00,en
"The summer capital of Jammu and #Kashmir-Srinagar- has highest concentration of particulate matter [#pollution] in the air compared to other #Himalayan areas, says study https://t.co/VcNNN9R83B
#AirPollution #emissions #ClimateCrisis #health #news",171828737,2022-11-08 16:57:00+00:00,en
RT @LittleNinjaUK: @GCHUOxford @audreydenazelle @imperialcollege @sustainable_urb @DannyYee @cycloxoxford @OxLivSts @CoHSATOxon @Urban_Turb…,2792400319,2022-11-08 16:56:12+00:00,en
"RT @LittleNinjaUK: @hackney_cycling A deviously misleading way to present the data. It clearly says ""compared to the external control sites…",2792400319,2022-11-08 16:55:44+00:00,en
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",76300828,2022-11-08 16:55:14+00:00,hi
"RT @karamprakash6: Patiala: Amid worsening #air #quality, problems of eye-burning, sore throat, and #breathlessness have already started ex…",1397872186992386051,2022-11-08 16:55:00+00:00,en
"RT @actgrants: As a #venturephilanthropy platform, we provide #grants to catalyse #entrepreneurs who are pioneering #innovativesolutions to…",899262945355603968,2022-11-08 16:54:56+00:00,en
"आज #TheLallantopShow में-
- देश के किन शहरों में अब भी हवा जहरीली है?
- प्रदूषण किनके लिए सबसे ज्यादा खतरनाक है?
- शुद्ध हवा नहीं होने से लोगों को क्या गंभीर नुकसान हो रहे हैं?
@WathNikhil @udayfromearth 
👉https://t.co/PgAJf8385P
#AirPollution #AQI #Health https://t.co/v5Ir8wRGRY",4057311554,2022-11-08 16:54:42+00:00,hi
"RT @aajtak: दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #Spec…",719865464869011458,2022-11-08 16:54:21+00:00,hi
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",11370482,2022-11-08 16:54:11+00:00,en
Delhi’s AQI is greater than any T20 World Cup match combined score. #delhiaqi #AirPollution #T20WC2022 #DelhiPollution,1586426801496424448,2022-11-08 16:53:20+00:00,en
"RT @Rraja_pal: #DelhiPollution 
आज हवा तेज गति से चल रही उम्मीद है सुबह तक कुछ अच्छे परिणाम नजर आएंगे।
#AirPollution https://t.co/tYaCyNBH5x",1180536504398909440,2022-11-08 16:52:24+00:00,hi
"""When there are needs for air quality improvement, that should be the priority of the govt"": Vivek Chattopadhyaya, CSE 

""30-35% of this smog is because of #StubbleBurning"": Political analyst Dr Piyush Joshi 

@maryashakil | #Delhi #DelhiPollution #AirPollution #AirQuality #AQI https://t.co/YL3gFsPpET",6509832,2022-11-08 16:51:56+00:00,en
"RT @EUPASTA: Follow us on Mastodon for more info about our results and new work by former partners
#cycling #bicycle #walking #activemobili…",2563176385,2022-11-08 16:51:46+00:00,en
"That's great, the level is below 5 ugr/m3. Temperature is 14.10 C. Wind direction is S. Dust level #PM10 is: 2.53ugr/m3. Dust level #PM2.5 is: 1.40ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",1132632291493187586,2022-11-08 16:49:05+00:00,en
"RT @aajtak: दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #Spec…",953275016065486848,2022-11-08 16:48:31+00:00,hi
"""The entire air pollution strategy/campaign of AAP has been a colossal failure"": Environmentalist Jai Dhar Gupta (@jai_dhar)

BJP's @HarishKhuranna also takes on Delhi government 

@maryashakil | #Delhi #DelhiPollution #AirPollution #AirQuality #AQI #PollutionCrisis #AQI https://t.co/2W5XBkoNWM",6509832,2022-11-08 16:48:16+00:00,en
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",1051183502178353159,2022-11-08 16:47:39+00:00,hi
"RT @aajtak: दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #Spec…",1051183502178353159,2022-11-08 16:47:35+00:00,hi
"RT @AdvKKaushik: If you think Delhi is polluted, think again...

On Sunday, reported #AQI was as below -
323 - #NaviMumbai 
322 - #Delhi

#…",3042813386,2022-11-08 16:47:07+00:00,en
"RT @aajtak: दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #Spec…",1425402086305370116,2022-11-08 16:44:51+00:00,hi
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",1425402086305370116,2022-11-08 16:44:51+00:00,hi
"RT @aajtak: दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #Spec…",1511226402439589888,2022-11-08 16:43:33+00:00,hi
"RT @boomlive_in: A total of 29,400 stubble-burning events were detected in Punjab this year. In Haryana, it was 2,530. The difference betwe…",37589601,2022-11-08 16:43:17+00:00,en
"RT @Grantham_IC: #AirPollution is detrimental because ""it really attacks every organ in our body,"" Imperial's Dr @audreydenazelle told @Sky…",2658869881,2022-11-08 16:42:58+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",1576597945318768647,2022-11-08 16:42:34+00:00,en
"दिल्ली में जानलेवा प्रदूषण पर बड़ा खुलासा
देखिए ऑपरेशन 'साइलेंट किलर' Exclusive

#Delhi #Pollution #AirPollution #ATVideo #SpecialReport (@ojasjain11) | Sayeed Ansari https://t.co/djZ9Kd6tXL",42606652,2022-11-08 16:42:05+00:00,hi
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",41822696,2022-11-08 16:41:27+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",1526746622062956546,2022-11-08 16:40:35+00:00,en
"RT @greenmattbfd: Disappointing to see Labour-run Leicester City Council shy away from bold action to tackle #AirPollution in the city.

A…",262462205,2022-11-08 16:40:18+00:00,en
"RT @aajtak: दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़…",1107226975863599109,2022-11-08 16:40:08+00:00,hi
"दिल्ली में दमघोंटू हवा के गुनहग़ार एक्सपोज़
'साइलेंट किलर' बसों की एंट्री पर स्टिंग
देखिए केजरीवाल सरकार की आंख खोलने वाली पड़ताल

#Delhi #Pollution #AirPollution #ATVideo #SpecialReport | Sayeed Ansari https://t.co/LyB8cni3KF",42606652,2022-11-08 16:39:03+00:00,hi
"RT @CNNnews18: As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delh…",1406938787696058371,2022-11-08 16:39:03+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1149765064943198208,2022-11-08 16:38:59+00:00,en
"RT @LittleNinjaUK: @hackney_cycling A deviously misleading way to present the data. It clearly says ""compared to the external control sites…",1337108042198835201,2022-11-08 16:37:23+00:00,en
RT @ANI: Punjab | Thick layer of smog envelops parts of Bathinda amid #AirPollution https://t.co/gjRtq5snGX,1259840104669085699,2022-11-08 16:37:16+00:00,en
"RT @DrRanisharma21: Where is grap, improvement? We r living in gas chamber @ArvindKejriwal @AapKaGopalRai @sunitanar @CPCB_OFFICIAL @narend…",1031814486469091328,2022-11-08 16:37:14+00:00,en
RT @ANI: Punjab | Thick layer of smog envelops parts of Bathinda amid #AirPollution https://t.co/gjRtq5snGX,1424203252090822656,2022-11-08 16:37:02+00:00,en
"RT @zafrimn: And breathing Delhi-NCR air in winters is like smoking 50+ cigarettes...

#AirPollution #DelhiPollution",1409807670979215363,2022-11-08 16:36:32+00:00,en
"In order to create lasting solutions to #airpollution &amp; #climatechange we need to include all stakeholders in the conversation, from civil society to the private sector. Join our event during #COP27 to learn how we create coalitions for a #HealthyClimate #RxCleanAir https://t.co/EHNMYof5Vk",1429824385884565511,2022-11-08 16:35:13+00:00,en
RT @thersmehra: @AapKaGopalRai @ArvindKejriwal @msisodia दिल्ली में इतना वायु प्रदूषण हो रखा है बच्चे बीमार पड़ रहे है फिर भी स्कूलों को खो…,1007108864100032513,2022-11-08 16:34:50+00:00,hi
RT @AvinashYadav___: #AirPollution https://t.co/gInd9B02ct,1274626267501953024,2022-11-08 16:34:45+00:00,qme
"As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delhi #DelhiPollution #AirPollution #AirQuality #AQI #PollutionCrisis #AQI https://t.co/c9qOvnlSRY",6509832,2022-11-08 16:34:32+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1547234909697110016,2022-11-08 16:33:55+00:00,en
"RT @icareforlungs: ""When we stop #airpollution, we will save millions of lives, trillions of dollars and future generations from the ravage…",1341166439890358273,2022-11-08 16:33:07+00:00,en
"Disappointing to see Labour-run Leicester City Council shy away from bold action to tackle #AirPollution in the city.

A #WorkplaceParkingLevy would have given the Council an unprecedented opportunity to invest in #PublicTransport ... which benefits lowest income people the most. https://t.co/YAYowb5XLe",64684139,2022-11-08 16:31:20+00:00,en
"RT @YLabsGlobal: @YLabsGlobal is working with parents like Mary in Nairobi, along with @LSHTM, and other African cities to elevate young pa…",1893446322,2022-11-08 16:30:02+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",614149249,2022-11-08 16:29:14+00:00,en
"Actually, right now #Delhi air quality is even more bad &amp; the forecast is for even worse.
#DelhiPollution
#AirPollution https://t.co/uba23663Jz https://t.co/m9RdyYjPwC",719886557725990912,2022-11-08 16:29:05+00:00,en
"RT @CleanAirClassrm: #COVIDIsAirborne 
UK Govt 
SHOULD
Protect the most Vulnerable in Society

90% time indoors
CYP largely at school
@DrGa…",1479499011895738369,2022-11-08 16:27:14+00:00,en
"#LIVE | Capital air emergency: Has RTI revealed AAP's inaction?;

Battle for Himachal: Decoding the pulse of the state. Watch #NewsEpicentre with @maryashakil

#Delhi #DelhiPollution #AirPollution #AQI #HimachalPradesh #HimachalPolls  https://t.co/d79LhieL0E",6509832,2022-11-08 16:27:00+00:00,en
"#DelhiPollution 
आज हवा तेज गति से चल रही उम्मीद है सुबह तक कुछ अच्छे परिणाम नजर आएंगे।
#AirPollution https://t.co/tYaCyNBH5x",2965720828,2022-11-08 16:26:27+00:00,hi
RT @ANI: Punjab | Thick layer of smog envelops parts of Bathinda amid #AirPollution https://t.co/gjRtq5snGX,1359858871590916098,2022-11-08 16:26:12+00:00,en
"RT @actgrants: As a #venturephilanthropy platform, we provide #grants to catalyse #entrepreneurs who are pioneering #innovativesolutions to…",1558339779153911808,2022-11-08 16:26:12+00:00,en
"RT @SEIresearch: Today is #WorldVentil8Day!

Good air flow is important to remove #AirPollutants generated inside buildings.  

The INGENIO…",1536115821348388865,2022-11-08 16:25:00+00:00,en
"@b50 Checking the #AQI, turning on the air purifiers, keeping my child indoors instead of letting her play outside as she wanted to and hoping that the 8 pm address would be about the killer #AirPollution in #Delhi…

My FB post of the day after - Nov 9, 2016 👇 https://t.co/n1OLeGqNZ7",1964110592,2022-11-08 16:23:50+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1575090055323930624,2022-11-08 16:23:21+00:00,en
"RT @indiatvnews: 'Delhi will be traffic jam free...': Minister for Road Transport and Highways Nitin Gadkari explains Centre's plan
#AirPol…",810831921517305857,2022-11-08 16:23:21+00:00,en
"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…",48476482,2022-11-08 16:22:21+00:00,en
"RT @actgrants: As a #venturephilanthropy platform, we provide #grants to catalyse #entrepreneurs who are pioneering #innovativesolutions to…",1456530449816121346,2022-11-08 16:21:44+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1097890544213053446,2022-11-08 16:19:54+00:00,en
"That's great, the level is below 5 ugr/m3. Temperature is 14.40 C. Wind direction is S. Dust level #PM10 is: 2.00ugr/m3. Dust level #PM2.5 is: 1.25ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",1132632291493187586,2022-11-08 16:19:05+00:00,en
"RT @icareforlungs: ""When we stop #airpollution, we will save millions of lives, trillions of dollars and future generations from the ravage…",758927025218260992,2022-11-08 16:19:01+00:00,en
"RT @StaywellTech: #airpollution 
#Staywell https://t.co/VNvT9bpMkD",758927025218260992,2022-11-08 16:18:58+00:00,qme
"RT @fbdcitizens: सेक्टर 19 वर्धमान मॉल के बाद ऐसे पॉल्युशन कम किया जाता है!

 #Faridabad #Pollution #AQI #MCF #AirPollution https://t.co/x9…",563566879,2022-11-08 16:18:37+00:00,hi
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1408858681559576576,2022-11-08 16:18:34+00:00,en
"RT @icareforlungs: ""When we stop #airpollution, we will save millions of lives, trillions of dollars and future generations from the ravage…",207938287,2022-11-08 16:18:22+00:00,en
High level opening of @WHO’s Health Pavilion at #COP27. Rosamund was present remotely - watch the full event here: https://t.co/GrQMjGOk90 #AirPollution #ClimateChange #PublicHealthEmergency,2151387333,2022-11-08 16:18:12+00:00,en
"RT @CleanAirFund: Some African cities will see the economic costs of #AirPollution increase 600% by 2040.

But implementing clean air polic…",1076603332586803201,2022-11-08 16:17:54+00:00,en
RT @ANI: Punjab | Thick layer of smog envelops parts of Bathinda amid #AirPollution https://t.co/gjRtq5snGX,814140617848721408,2022-11-08 16:17:04+00:00,en
"RT @fbdcitizens: सेक्टर 19 वर्धमान मॉल के बाद ऐसे पॉल्युशन कम किया जाता है!

 #Faridabad #Pollution #AQI #MCF #AirPollution https://t.co/x9…",1585635862897135623,2022-11-08 16:16:40+00:00,hi
RT @AninBanerjee: To the powers that be that brought us here. #AirPollution https://t.co/VVX4dXid0L,2917110117,2022-11-08 16:14:16+00:00,en
#Punjab | Smog covers parts of #Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/lbIYEineki,134758540,2022-11-08 16:13:21+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1551473690831093760,2022-11-08 16:13:00+00:00,en
RT @ERC_Research: Just purchased a pellet stove? 🔥 Smoke from wood ‘cooks’ overnight in the presence of other atmospheric pollutants making…,2375316842,2022-11-08 16:12:51+00:00,en
RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,1276095056311545858,2022-11-08 16:12:47+00:00,en
RT @OlivierFJB: Futur plan AIR de @iledefrance : des discussions passionnantes avec le groupe @IDF_Rassemblee. Pour ou contre la #ZFE ? Com…,3058520112,2022-11-08 16:12:11+00:00,fr
