Unnamed: 0,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized,label
167,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/Tp7E51GGFz,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoTpEGGFz,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcotpeggfz']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcotpeggfz']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcotpeggfz']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcotpeggfz']",savetheplanet
168,RT @climatecorporat: I wonder…what more needs to be done to remove the plastic mess from our oceans… simplest would be stop using single us…, climatecorporat I wonder…what more needs to be done to remove the plastic mess from our oceans… simplest would be stop using single us…,"['rt', 'climatecorporat', 'i', 'wonder', 'what', 'more', 'needs', 'to', 'be', 'done', 'to', 'remove', 'the', 'plastic', 'mess', 'from', 'our', 'oceans', 'simplest', 'would', 'be', 'stop', 'using', 'single', 'us', '']","['rt', 'climatecorporat', 'wonder', 'needs', 'done', 'remove', 'plastic', 'mess', 'oceans', 'simplest', 'would', 'stop', 'using', 'single', 'us', '']","['rt', 'climatecorporat', 'wonder', 'need', 'done', 'remov', 'plastic', 'mess', 'ocean', 'simplest', 'would', 'stop', 'use', 'singl', 'us', '']","['rt', 'climatecorporat', 'wonder', 'need', 'done', 'remove', 'plastic', 'mess', 'ocean', 'simplest', 'would', 'stop', 'using', 'single', 'u', '']",savetheplanet
169,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/QuMZaAddNg,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoQuMZaAddNg,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoqumzaaddng']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoqumzaaddng']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcoqumzaaddng']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoqumzaaddng']",savetheplanet
170,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/j6EQrUUlQz,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcojEQrUUlQz,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcojeqruulqz']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcojeqruulqz']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcojeqruulqz']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcojeqruulqz']",savetheplanet
171,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/vMy7wutxLO,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcovMywutxLO,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcovmywutxlo']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcovmywutxlo']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcovmywutxlo']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcovmywutxlo']",savetheplanet
172,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/ipgmlf2BmJ,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoipgmlfBmJ,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoipgmlfbmj']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoipgmlfbmj']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcoipgmlfbmj']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoipgmlfbmj']",savetheplanet
173,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/F6ZJTo546S,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoFZJToS,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcofzjtos']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcofzjtos']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcofzjto']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcofzjtos']",savetheplanet
174,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/gIL58nrQRy,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcogILnrQRy,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcogilnrqry']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcogilnrqry']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcogilnrqri']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcogilnrqry']",savetheplanet
175,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/M07B9wmd7o,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoMBwmdo,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcombwmdo']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcombwmdo']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcombwmdo']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcombwmdo']",savetheplanet
176,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/OZGtEGHEHp,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoOZGtEGHEHp,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoozgteghehp']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoozgteghehp']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcoozgteghehp']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoozgteghehp']",savetheplanet
177,"RT @energyisle: Will #artists of the future be able to paint the beach and mountain views of today, as the impact of the #ClimateCrisis imp…", energyisle Will artists of the future be able to paint the beach and mountain views of today as the impact of the ClimateCrisis imp…,"['rt', 'energyisle', 'will', 'artists', 'of', 'the', 'future', 'be', 'able', 'to', 'paint', 'the', 'beach', 'and', 'mountain', 'views', 'of', 'today', 'as', 'the', 'impact', 'of', 'the', 'climatecrisis', 'imp', '']","['rt', 'energyisle', 'artists', 'future', 'able', 'paint', 'beach', 'mountain', 'views', 'today', 'impact', 'climatecrisis', 'imp', '']","['rt', 'energyisl', 'artist', 'futur', 'abl', 'paint', 'beach', 'mountain', 'view', 'today', 'impact', 'climatecrisi', 'imp', '']","['rt', 'energyisle', 'artist', 'future', 'able', 'paint', 'beach', 'mountain', 'view', 'today', 'impact', 'climatecrisis', 'imp', '']",savetheplanet
178,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/aCPsWOlOx3,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoaCPsWOlOx,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoacpswolox']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoacpswolox']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcoacpswolox']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoacpswolox']",savetheplanet
179,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/PChmB70NPu,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoPChmBNPu,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcopchmbnpu']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcopchmbnpu']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcopchmbnpu']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcopchmbnpu']",savetheplanet
180,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/sgoJZdO4Va,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcosgoJZdOVa,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcosgojzdova']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcosgojzdova']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcosgojzdova']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcosgojzdova']",savetheplanet
